36,  435, Sun May 07 10:50:00 SGT 2017->Sun May 07 13:20:00 SGT 2017,  50->67, true, 10730
36,  430, Sun May 07 10:50:00 SGT 2017->Sun May 07 13:20:00 SGT 2017,  50->67, true, 10730
51,  480, Sun May 07 14:30:00 SGT 2017->Sun May 07 16:55:00 SGT 2017,  67->50, true, 10950
51,  475, Sun May 07 14:30:00 SGT 2017->Sun May 07 16:55:00 SGT 2017,  67->50, true, 10950
73,  1160, Sat May 06 20:25:00 SGT 2017->Sat May 06 21:40:00 SGT 2017,  36->49, false, 9865
99,  455, Sun May 07 11:45:00 SGT 2017->Sun May 07 14:15:00 SGT 2017,  67->49, true, 10785
117,  470, Sun May 07 09:20:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  62->49, true, 10640
117,  455, Sun May 07 09:20:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  62->49, true, 10640
117,  775, Sun May 07 09:20:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  62->49, true, 10640
124,  635, Sun May 07 07:25:00 SGT 2017->Sun May 07 08:55:00 SGT 2017,  32->49, true, 10525
131,  465, Sun May 07 06:35:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  72->49, true, 10475
131,  470, Sun May 07 06:35:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  72->49, true, 10475
131,  460, Sun May 07 06:35:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  72->49, true, 10475
134,  390, Sun May 07 17:15:00 SGT 2017->Sun May 07 19:35:00 SGT 2017,  67->50, true, 11115
137,  480, Sun May 07 11:05:00 SGT 2017->Sun May 07 13:45:00 SGT 2017,  49->67, true, 10745
137,  675, Sun May 07 11:05:00 SGT 2017->Sun May 07 13:45:00 SGT 2017,  49->67, true, 10745
137,  670, Sun May 07 11:05:00 SGT 2017->Sun May 07 13:45:00 SGT 2017,  49->67, true, 10745
185,  390, Sun May 07 10:50:00 SGT 2017->Sun May 07 12:35:00 SGT 2017,  57->49, true, 10730
212,  385, Sun May 07 08:35:00 SGT 2017->Sun May 07 10:40:00 SGT 2017,  37->49, false, 10595
212,  390, Sun May 07 08:35:00 SGT 2017->Sun May 07 10:40:00 SGT 2017,  37->49, false, 10595
212,  395, Sun May 07 08:35:00 SGT 2017->Sun May 07 10:40:00 SGT 2017,  37->49, false, 10595
271,  375, Sun May 07 15:20:00 SGT 2017->Sun May 07 17:10:00 SGT 2017,  62->49, true, 11000
274,  445, Sun May 07 15:05:00 SGT 2017->Sun May 07 16:30:00 SGT 2017,  62->50, true, 10985
287,  465, Sun May 07 12:20:00 SGT 2017->Sun May 07 13:40:00 SGT 2017,  14->49, false, 10820
295,  480, Sun May 07 09:50:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  61->14, false, 10670
300,  470, Sun May 07 12:15:00 SGT 2017->Sun May 07 13:40:00 SGT 2017,  14->61, false, 10815
327,  475, Sun May 07 10:00:00 SGT 2017->Sun May 07 11:20:00 SGT 2017,  49->14, false, 10680
545,  480, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  435, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  455, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  475, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  445, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
591,  660, Sat May 06 18:35:00 SGT 2017->Sun May 07 06:10:00 SGT 2017,  2->49, false, 9755
591,  665, Sat May 06 18:35:00 SGT 2017->Sun May 07 06:10:00 SGT 2017,  2->49, false, 9755
752,  415, Sun May 07 20:05:00 SGT 2017->Sun May 07 23:15:00 SGT 2017,  25->49, true, 11285
992,  390, Sun May 07 14:35:00 SGT 2017->Sun May 07 17:25:00 SGT 2017,  49->78, false, 10955
992,  460, Sun May 07 14:35:00 SGT 2017->Sun May 07 17:25:00 SGT 2017,  49->78, false, 10955
1045,  465, Sun May 07 11:55:00 SGT 2017->Sun May 07 13:25:00 SGT 2017,  49->31, true, 10795
1045,  460, Sun May 07 11:55:00 SGT 2017->Sun May 07 13:25:00 SGT 2017,  49->31, true, 10795
1063,  385, Sun May 07 14:30:00 SGT 2017->Sun May 07 15:55:00 SGT 2017,  31->49, true, 10950
1063,  390, Sun May 07 14:30:00 SGT 2017->Sun May 07 15:55:00 SGT 2017,  31->49, true, 10950
1063,  410, Sun May 07 14:30:00 SGT 2017->Sun May 07 15:55:00 SGT 2017,  31->49, true, 10950
1063,  395, Sun May 07 14:30:00 SGT 2017->Sun May 07 15:55:00 SGT 2017,  31->49, true, 10950
1215,  430, Sun May 07 10:15:00 SGT 2017->Sun May 07 11:55:00 SGT 2017,  33->49, true, 10695
1256,  640, Sun May 07 09:20:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  66->49, true, 10640
1256,  645, Sun May 07 09:20:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  66->49, true, 10640
1256,  650, Sun May 07 09:20:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  66->49, true, 10640
1256,  655, Sun May 07 09:20:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  66->49, true, 10640
1260,  520, Sun May 07 09:10:00 SGT 2017->Sun May 07 10:45:00 SGT 2017,  61->7, false, 10630
1260,  525, Sun May 07 09:10:00 SGT 2017->Sun May 07 10:45:00 SGT 2017,  61->7, false, 10630
1397,  480, Sun May 07 12:00:00 SGT 2017->Sun May 07 14:30:00 SGT 2017,  7->32, false, 10800
1397,  470, Sun May 07 12:00:00 SGT 2017->Sun May 07 14:30:00 SGT 2017,  7->32, false, 10800
1416,  560, Sun May 07 08:45:00 SGT 2017->Sun May 07 10:25:00 SGT 2017,  49->7, false, 10605
1416,  550, Sun May 07 08:45:00 SGT 2017->Sun May 07 10:25:00 SGT 2017,  49->7, false, 10605
1416,  620, Sun May 07 08:45:00 SGT 2017->Sun May 07 10:25:00 SGT 2017,  49->7, false, 10605
1423,  530, Sun May 07 11:25:00 SGT 2017->Sun May 07 12:50:00 SGT 2017,  7->49, false, 10765
1423,  595, Sun May 07 11:25:00 SGT 2017->Sun May 07 12:50:00 SGT 2017,  7->49, false, 10765
1423,  535, Sun May 07 11:25:00 SGT 2017->Sun May 07 12:50:00 SGT 2017,  7->49, false, 10765
1423,  540, Sun May 07 11:25:00 SGT 2017->Sun May 07 12:50:00 SGT 2017,  7->49, false, 10765
1426,  525, Sun May 07 09:00:00 SGT 2017->Sun May 07 10:25:00 SGT 2017,  50->7, false, 10620
1433,  610, Sun May 07 11:25:00 SGT 2017->Sun May 07 13:10:00 SGT 2017,  7->50, false, 10765
1433,  535, Sun May 07 11:25:00 SGT 2017->Sun May 07 13:10:00 SGT 2017,  7->50, false, 10765
1465,  535, Sun May 07 18:15:00 SGT 2017->Sun May 07 21:15:00 SGT 2017,  13->49, false, 11175
1468,  1140, Sat May 06 18:35:00 SGT 2017->Sat May 06 22:00:00 SGT 2017,  19->50, false, 9755
1469,  380, Sun May 07 13:55:00 SGT 2017->Sun May 07 17:15:00 SGT 2017,  49->13, false, 10915
1469,  365, Sun May 07 13:55:00 SGT 2017->Sun May 07 17:15:00 SGT 2017,  49->13, false, 10915
1473,  775, Sun May 07 08:40:00 SGT 2017->Sun May 07 11:45:00 SGT 2017,  78->50, false, 10600
1536,  415, Sun May 07 11:40:00 SGT 2017->Sun May 07 13:55:00 SGT 2017,  50->54, true, 10780
1556,  435, Sun May 07 21:20:00 SGT 2017->Sun May 07 22:55:00 SGT 2017,  58->49, true, 11360
1595,  640, Sun May 07 07:10:00 SGT 2017->Sun May 07 08:35:00 SGT 2017,  61->66, true, 10510
1595,  645, Sun May 07 07:10:00 SGT 2017->Sun May 07 08:35:00 SGT 2017,  61->66, true, 10510
1595,  650, Sun May 07 07:10:00 SGT 2017->Sun May 07 08:35:00 SGT 2017,  61->66, true, 10510
1600,  650, Sun May 07 07:00:00 SGT 2017->Sun May 07 08:25:00 SGT 2017,  61->66, true, 10500
1607,  370, Sun May 07 09:25:00 SGT 2017->Sun May 07 11:00:00 SGT 2017,  66->61, true, 10645
1610,  385, Sun May 07 09:10:00 SGT 2017->Sun May 07 10:45:00 SGT 2017,  66->61, true, 10630
1610,  375, Sun May 07 09:10:00 SGT 2017->Sun May 07 10:45:00 SGT 2017,  66->61, true, 10630
1610,  380, Sun May 07 09:10:00 SGT 2017->Sun May 07 10:45:00 SGT 2017,  66->61, true, 10630
1651,  440, Sun May 07 15:10:00 SGT 2017->Sun May 07 17:40:00 SGT 2017,  49->67, true, 10990
1651,  425, Sun May 07 15:10:00 SGT 2017->Sun May 07 17:40:00 SGT 2017,  49->67, true, 10990
1810,  585, Sun May 07 09:00:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  49->54, true, 10620
1817,  580, Sun May 07 12:00:00 SGT 2017->Sun May 07 14:25:00 SGT 2017,  54->49, true, 10800
1817,  585, Sun May 07 12:00:00 SGT 2017->Sun May 07 14:25:00 SGT 2017,  54->49, true, 10800
2012,  480, Sun May 07 12:25:00 SGT 2017->Sun May 07 14:35:00 SGT 2017,  59->78, true, 10825
2030,  495, Sun May 07 09:40:00 SGT 2017->Sun May 07 11:20:00 SGT 2017,  61->59, true, 10660
2069,  470, Sun May 07 06:25:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  25->61, true, 10465
2069,  475, Sun May 07 06:25:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  25->61, true, 10465
2344,  500, Sun May 07 06:30:00 SGT 2017->Sun May 07 08:55:00 SGT 2017,  11->49, false, 10470
2344,  490, Sun May 07 06:30:00 SGT 2017->Sun May 07 08:55:00 SGT 2017,  11->49, false, 10470
2344,  510, Sun May 07 06:30:00 SGT 2017->Sun May 07 08:55:00 SGT 2017,  11->49, false, 10470
2364,  420, Sun May 07 08:10:00 SGT 2017->Sun May 07 10:10:00 SGT 2017,  37->50, true, 10570
2364,  415, Sun May 07 08:10:00 SGT 2017->Sun May 07 10:10:00 SGT 2017,  37->50, true, 10570
36,  435, Sun May 07 10:50:00 SGT 2017->Sun May 07 13:20:00 SGT 2017,  50->67, true, 10730
36,  430, Sun May 07 10:50:00 SGT 2017->Sun May 07 13:20:00 SGT 2017,  50->67, true, 10730
51,  480, Sun May 07 14:30:00 SGT 2017->Sun May 07 16:55:00 SGT 2017,  67->50, true, 10950
51,  475, Sun May 07 14:30:00 SGT 2017->Sun May 07 16:55:00 SGT 2017,  67->50, true, 10950
73,  1160, Sat May 06 20:25:00 SGT 2017->Sat May 06 21:40:00 SGT 2017,  36->49, false, 9865
99,  455, Sun May 07 11:45:00 SGT 2017->Sun May 07 14:15:00 SGT 2017,  67->49, true, 10785
117,  470, Sun May 07 09:20:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  62->49, true, 10640
117,  455, Sun May 07 09:20:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  62->49, true, 10640
117,  775, Sun May 07 09:20:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  62->49, true, 10640
124,  635, Sun May 07 07:25:00 SGT 2017->Sun May 07 08:55:00 SGT 2017,  32->49, true, 10525
131,  465, Sun May 07 06:35:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  72->49, true, 10475
131,  470, Sun May 07 06:35:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  72->49, true, 10475
131,  460, Sun May 07 06:35:00 SGT 2017->Sun May 07 09:20:00 SGT 2017,  72->49, true, 10475
134,  390, Sun May 07 17:15:00 SGT 2017->Sun May 07 19:35:00 SGT 2017,  67->50, true, 11115
137,  480, Sun May 07 11:05:00 SGT 2017->Sun May 07 13:45:00 SGT 2017,  49->67, true, 10745
137,  675, Sun May 07 11:05:00 SGT 2017->Sun May 07 13:45:00 SGT 2017,  49->67, true, 10745
137,  670, Sun May 07 11:05:00 SGT 2017->Sun May 07 13:45:00 SGT 2017,  49->67, true, 10745
185,  390, Sun May 07 10:50:00 SGT 2017->Sun May 07 12:35:00 SGT 2017,  57->49, true, 10730
212,  385, Sun May 07 08:35:00 SGT 2017->Sun May 07 10:40:00 SGT 2017,  37->49, false, 10595
212,  390, Sun May 07 08:35:00 SGT 2017->Sun May 07 10:40:00 SGT 2017,  37->49, false, 10595
212,  395, Sun May 07 08:35:00 SGT 2017->Sun May 07 10:40:00 SGT 2017,  37->49, false, 10595
271,  375, Sun May 07 15:20:00 SGT 2017->Sun May 07 17:10:00 SGT 2017,  62->49, true, 11000
274,  445, Sun May 07 15:05:00 SGT 2017->Sun May 07 16:30:00 SGT 2017,  62->50, true, 10985
287,  465, Sun May 07 12:20:00 SGT 2017->Sun May 07 13:40:00 SGT 2017,  14->49, false, 10820
295,  480, Sun May 07 09:50:00 SGT 2017->Sun May 07 11:15:00 SGT 2017,  61->14, false, 10670
300,  470, Sun May 07 12:15:00 SGT 2017->Sun May 07 13:40:00 SGT 2017,  14->61, false, 10815
327,  475, Sun May 07 10:00:00 SGT 2017->Sun May 07 11:20:00 SGT 2017,  49->14, false, 10680
545,  480, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  435, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  455, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  475, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
545,  445, Sun May 07 10:00:00 SGT 2017->Sun May 07 10:50:00 SGT 2017,  63->49, true, 10680
591,  660, Sat May 06 18:35:00 SGT 2017->Sun May 07 06:10:00 SGT 2017,  2->49, false, 9755
591,  665, Sat May 06 18:35:00 SGT 2017->Sun May 07 06:10:00 SGT 2017,  2->49, false, 9755
752,  415, Sun May 07 20:05:00 SGT 2017->Sun May 07 23:15:00 SGT 2017,  25->49, true, 11285
992,  390, Sun May 07 14:35:00 SGT 2017->Sun May 07 17:25:00 SGT 2017,  49->78, false, 10955
992,  460, Sun May 07 14:35:00 SGT 2017->Sun May 07 17:25:00 SGT 2017,  49->78, false, 10955
1045,  465, Sun May 07 11:55:00 SGT 2017->Sun May 07 13:25:00 SGT 2017,  49->31, true, 10795
1045,  460, Sun May 07 11:55:00 SGT 2017->Sun May 07 13:25:00 SGT 2017,  49->31, true, 10795
1063,  385, Sun May 07 14:30:00 SGT 2017->Sun May 07 15:55:00 SGT 2017,  31->49, true, 10950
1063,  390, Sun May 07 14:30:00 SGT 2017->Sun May 07 15:55:00 SGT 2017,  31->49, true, 10950
